7000,6.199,-0.005,-14.65,33,1
7001,6.201,-0.016,-14.656,25,1
7002,6.201,-0.007,-14.633,116,1
7003,6.2,-0.018,-14.629,61,1
7004,6.206,-0.029,-14.643,49,1
7005,6.202,-0.001,-14.61,117,1
7006,6.203,-0.012,-14.611,121,1
7007,6.203,-0.023,-14.611,116,1
7008,6.201,-0.034,-14.606,60,1
7009,6.203,-0.045,-14.611,54,1
7010,6.207,-0.007,-14.584,150,1
7011,6.209,-0.019,-14.59,139,1
7012,6.209,-0.03,-14.589,148,1
7013,6.21,-0.041,-14.592,129,1
7014,6.211,-0.052,-14.593,39,1
7015,6.212,-0.063,-14.595,44,1
7016,6.216,-0.009,-14.58,171,1
7017,6.218,-0.02,-14.584,165,1
7018,6.215,-0.031,-14.577,166,1
7019,6.214,-0.043,-14.576,161,1
7020,6.215,-0.054,-14.579,115,1
7021,6.217,-0.064,-14.583,70,1
7022,6.22,-0.075,-14.589,17,1
7023,6.225,-0.004,-14.574,167,1
7024,6.226,-0.015,-14.577,171,1
7025,6.224,-0.026,-14.573,166,1
7026,6.226,-0.038,-14.576,166,1
7027,6.224,-0.049,-14.572,172,1
7028,6.226,-0.06,-14.577,112,1
7029,6.222,-0.071,-14.569,122,1
7030,6.223,-0.082,-14.571,16,1
7031,6.237,-0.002,-14.568,170,1
7032,6.238,-0.013,-14.572,163,1
7033,6.236,-0.024,-14.566,173,1
7034,6.236,-0.036,-14.567,162,1
7035,6.236,-0.047,-14.566,169,1
7036,6.236,-0.057,-14.566,169,1
7037,6.235,-0.068,-14.564,115,1
7038,6.237,-0.08,-14.568,95,1
7039,6.246,-0.007,-14.565,169,1
7040,6.246,-0.018,-14.565,167,1
7041,6.245,-0.029,-14.562,155,1
7042,6.245,-0.04,-14.563,170,1
7043,6.244,-0.051,-14.561,173,1
7044,6.245,-0.062,-14.561,166,1
7045,6.245,-0.073,-14.561,118,1
7046,6.245,-0.084,-14.563,89,1
7047,6.258,-0.006,-14.566,172,1
7048,6.255,-0.017,-14.56,173,1
7049,6.254,-0.028,-14.559,162,1
7050,6.254,-0.039,-14.557,173,1
7051,6.255,-0.05,-14.56,169,1
7052,6.253,-0.061,-14.554,168,1
7053,6.254,-0.072,-14.558,93,1
7054,6.254,-0.083,-14.557,101,1
7055,6.267,-0.006,-14.555,172,1
7056,6.266,-0.018,-14.552,170,1
7057,6.268,-0.028,-14.557,164,1
7058,6.265,-0.039,-14.55,160,1
7059,6.266,-0.051,-14.554,170,1
7060,6.265,-0.062,-14.55,170,1
7061,6.266,-0.073,-14.553,127,1
7062,6.265,-0.083,-14.551,120,1
7063,6.268,-0.095,-14.559,12,1
7064,6.276,-0.008,-14.551,181,1
7065,6.276,-0.02,-14.55,169,1
7066,6.275,-0.031,-14.549,164,1
7067,6.273,-0.042,-14.544,170,1
7068,6.274,-0.052,-14.547,169,1
7069,6.274,-0.064,-14.546,168,1
7070,6.276,-0.075,-14.551,138,1
7071,6.275,-0.086,-14.55,124,1
7072,6.278,-0.097,-14.556,22,1
7073,6.285,-0.004,-14.549,178,1
7074,6.285,-0.014,-14.547,179,1
7075,6.284,-0.025,-14.546,165,1
7076,6.284,-0.036,-14.545,178,1
7077,6.284,-0.048,-14.545,161,1
7078,6.284,-0.059,-14.545,164,1
7079,6.282,-0.07,-14.542,160,1
7080,6.282,-0.081,-14.542,97,1
7081,6.285,-0.092,-14.549,47,1
7082,6.298,-0.011,-14.542,177,1
7083,6.296,-0.022,-14.538,173,1
7084,6.295,-0.033,-14.536,162,1
7085,6.295,-0.044,-14.535,173,1
7086,6.296,-0.055,-14.538,172,1
7087,6.295,-0.066,-14.535,172,1
7088,6.295,-0.077,-14.537,150,1
7089,6.296,-0.088,-14.538,142,1
7090,6.304,-0.003,-14.535,169,1
7091,6.306,-0.014,-14.54,178,1
7092,6.303,-0.024,-14.533,165,1
7093,6.304,-0.036,-14.534,164,1
7094,6.304,-0.047,-14.535,166,1
7095,6.304,-0.058,-14.533,170,1
7096,6.305,-0.069,-14.536,167,1
7097,6.305,-0.08,-14.535,140,1
7098,6.303,-0.091,-14.532,128,1
7099,6.316,-0.01,-14.534,182,1
